velocidad_bala,distancia_bala1,bala2_y,distancia_bala2,mov_derecha,accion
-3,35,363,18,0,0
-3,35,366,15,0,0
-3,35,369,12,0,0
-3,35,372,9,0,0
-3,35,375,6,0,0
-3,35,378,3,0,0
-3,35,381,0,0,0
-3,38,384,0,0,0
-3,41,387,0,0,0
-3,44,390,0,0,0
-3,47,393,0,0,0
-3,50,396,0,0,0
-8,700,399,0,0,0
-8,692,0,0,0,0
-8,684,3,0,0,0
-8,676,6,0,0,0
-8,668,9,0,0,0
-8,660,12,0,0,0
-8,652,15,0,0,0
-8,644,18,0,0,0
-8,636,21,0,0,0
-8,628,24,0,0,0
-8,620,27,0,0,0
-8,612,30,0,0,0
-8,604,33,0,0,0
-8,596,36,0,0,0
-8,588,39,0,0,0
-8,580,42,0,0,0
-8,572,45,0,0,0
-8,564,48,0,0,0
-8,556,51,0,0,0
-8,548,54,0,0,0
-8,540,57,0,0,0
-8,532,60,0,0,0
-8,524,63,0,0,0
-8,516,66,0,0,0
-8,508,69,0,0,0
-8,500,72,0,0,0
-8,492,75,0,0,0
-8,484,78,0,0,0
-8,476,81,0,0,0
-8,468,84,0,0,0
-8,460,87,0,0,0
-8,452,90,0,0,0
-8,444,93,0,0,0
-8,436,96,0,0,0
-8,428,99,0,0,0
-8,420,102,0,0,0
-8,412,105,0,0,0
-8,404,108,0,0,0
-8,396,111,0,0,0
-8,388,114,0,0,0
-8,380,117,0,0,0
-8,372,120,0,0,0
-8,364,123,0,0,0
-8,356,126,0,0,0
-8,348,129,0,0,0
-8,340,132,0,0,0
-8,332,135,0,0,0
-8,324,138,0,0,0
-8,316,141,0,0,0
-8,308,144,0,0,0
-8,300,147,0,0,0
-8,292,150,0,0,0
-8,284,153,0,0,0
-8,276,156,0,0,0
-8,268,159,0,0,0
-8,260,162,0,0,0
-8,252,165,0,0,0
-8,244,168,0,0,0
-8,236,171,0,0,0
-8,228,174,0,0,0
-8,220,177,0,0,0
-8,212,180,0,0,0
-8,204,183,0,0,0
-8,196,186,0,0,0
-8,188,189,0,0,0
-8,180,192,0,0,0
-8,172,195,0,0,0
-8,161,198,3,1,2
-8,150,201,6,1,2
-8,139,204,9,1,2
-8,128,207,12,1,2
-8,117,210,15,1,2
-8,106,213,18,1,2
-8,95,216,21,1,2
-8,84,219,24,1,2
-8,79,222,21,0,0
-8,74,225,18,0,0
-8,69,228,15,0,0
-8,64,231,12,0,0
-8,59,234,9,0,0
-8,54,237,6,0,0
-8,49,240,3,0,0
-8,44,243,0,0,0
-8,36,246,0,0,0
